Year,State Name,Dist Name,Crop,Area_ha,Yield_kg_per_ha,N_req_kg_per_ha,P_req_kg_per_ha,K_req_kg_per_ha,Temperature_C,Humidity_%,pH,Rainfall_mm
1971,Karnataka,Dharwad,chickpea,15400,324.68,5.84424,3.2468,5.84424,20,60,6.5,600
1971,Karnataka,Dharwad,cotton,252300,71.34,1.92618,0.85608,1.92618,28,65,6,700
1972,Karnataka,Dharwad,rice,90500,687.29,17.18225,8.24748,15.12038,25,80,6.5,1200
1972,Karnataka,Dharwad,maize,300,5333.33,143.99991,63.99996,90.66661,22,70,6,800
1972,Karnataka,Dharwad,chickpea,15300,156.86,2.82348,1.5686,2.82348,20,60,6.5,600
1972,Karnataka,Dharwad,cotton,248200,81.79,2.20833,0.98148,2.20833,28,65,6,700
1973,Karnataka,Dharwad,rice,84200,782.66,19.5665,9.39192,17.21852,25,80,6.5,1200
1973,Karnataka,Dharwad,maize,700,3714.29,100.28583,44.57148,63.14293,22,70,6,800
1973,Karnataka,Dharwad,chickpea,14100,460.99,8.29782,4.6099,8.29782,20,60,6.5,600
1973,Karnataka,Dharwad,cotton,246000,95.12,2.56824,1.14144,2.56824,28,65,6,700
1974,Karnataka,Dharwad,rice,81800,1141.81,28.54525,13.70172,25.11982,25,80,6.5,1200
1974,Karnataka,Dharwad,maize,1200,2583.33,69.74991,30.99996,43.91661,22,70,6,800
1974,Karnataka,Dharwad,chickpea,15000,340,6.12,3.4,6.12,20,60,6.5,600
1974,Karnataka,Dharwad,cotton,248600,90.51,2.44377,1.08612,2.44377,28,65,6,700
1975,Karnataka,Dharwad,rice,80600,1332.51,33.31275,15.99012,29.31522,25,80,6.5,1200
1975,Karnataka,Dharwad,maize,2200,2954.55,79.77285,35.4546,50.22735,22,70,6,800
1975,Karnataka,Dharwad,chickpea,15300,411.76,7.41168,4.1176,7.41168,20,60,6.5,600
1975,Karnataka,Dharwad,cotton,239800,84.65,2.28555,1.0158,2.28555,28,65,6,700
1976,Karnataka,Dharwad,rice,77800,816.2,20.405,9.7944,17.9564,25,80,6.5,1200
1976,Karnataka,Dharwad,maize,2300,2434.78,65.73906,29.21736,41.39126,22,70,6,800
1976,Karnataka,Dharwad,chickpea,15500,270.97,4.87746,2.7097,4.87746,20,60,6.5,600
1976,Karnataka,Dharwad,cotton,204200,78.84,2.12868,0.94608,2.12868,28,65,6,700
1977,Karnataka,Dharwad,rice,77000,980.52,24.513,11.76624,21.57144,25,80,6.5,1200
1977,Karnataka,Dharwad,maize,1800,2777.78,75.00006,33.33336,47.22226,22,70,6,800
1977,Karnataka,Dharwad,chickpea,14700,244.9,4.4082,2.449,4.4082,20,60,6.5,600
1977,Karnataka,Dharwad,cotton,243400,51.36,1.38672,0.61632,1.38672,28,65,6,700
1978,Karnataka,Dharwad,rice,77300,1045.28,26.132,12.54336,22.99616,25,80,6.5,1200
1978,Karnataka,Dharwad,maize,3000,2633.33,71.09991,31.59996,44.76661,22,70,6,800
1978,Karnataka,Dharwad,chickpea,15100,370.86,6.67548,3.7086,6.67548,20,60,6.5,600
1978,Karnataka,Dharwad,cotton,241400,75.81,2.04687,0.90972,2.04687,28,65,6,700
1979,Karnataka,Dharwad,rice,77300,971.54,24.2885,11.65848,21.37388,25,80,6.5,1200
1979,Karnataka,Dharwad,maize,6000,1133.33,30.59991,13.59996,19.26661,22,70,6,800
1979,Karnataka,Dharwad,chickpea,16500,369.7,6.6546,3.697,6.6546,20,60,6.5,600
1979,Karnataka,Dharwad,cotton,255100,97.22,2.62494,1.16664,2.62494,28,65,6,700
1980,Karnataka,Dharwad,rice,77700,2404.12,60.103,28.84944,52.89064,25,80,6.5,1200
1980,Karnataka,Dharwad,maize,8000,2100,56.7,25.2,35.7,22,70,6,800
1980,Karnataka,Dharwad,chickpea,13200,363.64,6.54552,3.6364,6.54552,20,60,6.5,600
1980,Karnataka,Dharwad,cotton,218900,72.18,1.94886,0.86616,1.94886,28,65,6,700
1981,Karnataka,Dharwad,rice,82300,2087.48,52.187,25.04976,45.92456,25,80,6.5,1200
1981,Karnataka,Dharwad,maize,10000,2330,62.91,27.96,39.61,22,70,6,800
1981,Karnataka,Dharwad,chickpea,15300,398.69,7.17642,3.9869,7.17642,20,60,6.5,600
1981,Karnataka,Dharwad,cotton,238100,87.78,2.37006,1.05336,2.37006,28,65,6,700
1982,Karnataka,Dharwad,rice,87900,1385.67,34.64175,16.62804,30.48474,25,80,6.5,1200
1982,Karnataka,Dharwad,maize,11000,2054.55,55.47285,24.6546,34.92735,22,70,6,800
1982,Karnataka,Dharwad,chickpea,13400,425.37,7.65666,4.2537,7.65666,20,60,6.5,600
1982,Karnataka,Dharwad,cotton,213400,82.01,2.21427,0.98412,2.21427,28,65,6,700
1983,Karnataka,Dharwad,rice,83600,1172.25,29.30625,14.067,25.7895,25,80,6.5,1200
1983,Karnataka,Dharwad,maize,13000,2484.62,67.08474,29.81544,42.23854,22,70,6,800
1983,Karnataka,Dharwad,chickpea,16300,380.37,6.84666,3.8037,6.84666,20,60,6.5,600
1983,Karnataka,Dharwad,cotton,207100,117.33,3.16791,1.40796,3.16791,28,65,6,700
1984,Karnataka,Dharwad,rice,92500,1610.81,40.27025,19.32972,35.43782,25,80,6.5,1200
1984,Karnataka,Dharwad,maize,14500,2365.52,63.86904,28.38624,40.21384,22,70,6,800
1984,Karnataka,Dharwad,chickpea,35600,323.03,5.81454,3.2303,5.81454,20,60,6.5,600
1984,Karnataka,Dharwad,cotton,218300,125.52,3.38904,1.50624,3.38904,28,65,6,700
1985,Karnataka,Dharwad,rice,95900,404.59,10.11475,4.85508,8.90098,25,80,6.5,1200
1985,Karnataka,Dharwad,maize,10200,2284.31,61.67637,27.41172,38.83327,22,70,6,800
1985,Karnataka,Dharwad,chickpea,26200,110.69,1.99242,1.1069,1.99242,20,60,6.5,600
1985,Karnataka,Dharwad,cotton,159900,74.42,2.00934,0.89304,2.00934,28,65,6,700
1986,Karnataka,Dharwad,rice,87000,643.68,16.092,7.72416,14.16096,25,80,6.5,1200
1986,Karnataka,Dharwad,maize,15000,2266.67,61.20009,27.20004,38.53339,22,70,6,800
1986,Karnataka,Dharwad,chickpea,46000,413.04,7.43472,4.1304,7.43472,20,60,6.5,600
1986,Karnataka,Dharwad,cotton,145000,165.52,4.46904,1.98624,4.46904,28,65,6,700
1987,Karnataka,Dharwad,rice,77000,532.47,13.31175,6.38964,11.71434,25,80,6.5,1200
1987,Karnataka,Dharwad,maize,16000,1875,50.625,22.5,31.875,22,70,6,800
1987,Karnataka,Dharwad,chickpea,52000,403.85,7.2693,4.0385,7.2693,20,60,6.5,600
1987,Karnataka,Dharwad,cotton,172000,162.79,4.39533,1.95348,4.39533,28,65,6,700
1988,Karnataka,Dharwad,rice,69800,1335.24,33.381,16.02288,29.37528,25,80,6.5,1200
1988,Karnataka,Dharwad,maize,20300,1862.07,50.27589,22.34484,31.65519,22,70,6,800
1988,Karnataka,Dharwad,chickpea,33200,265.06,4.77108,2.6506,4.77108,20,60,6.5,600
1988,Karnataka,Dharwad,cotton,210000,200.48,5.41296,2.40576,5.41296,28,65,6,700
1989,Karnataka,Dharwad,rice,82000,534.15,13.35375,6.4098,11.7513,25,80,6.5,1200
1989,Karnataka,Dharwad,maize,22200,2175.68,58.74336,26.10816,36.98656,22,70,6,800
1989,Karnataka,Dharwad,chickpea,48600,261.32,4.70376,2.6132,4.70376,20,60,6.5,600
1989,Karnataka,Dharwad,cotton,233000,138.63,3.74301,1.66356,3.74301,28,65,6,700
1990,Karnataka,Dharwad,rice,82330,789.38,19.7345,9.47256,17.36636,25,80,6.5,1200
1990,Karnataka,Dharwad,maize,28170,2620.87,70.76349,31.45044,44.55479,22,70,6,800
1990,Karnataka,Dharwad,chickpea,34520,265.06,4.77108,2.6506,4.77108,20,60,6.5,600
1990,Karnataka,Dharwad,cotton,171380,131.11,3.53997,1.57332,3.53997,28,65,6,700
1991,Karnataka,Dharwad,rice,85730,1406.04,35.151,16.87248,30.93288,25,80,6.5,1200
1991,Karnataka,Dharwad,maize,36420,2772.1,74.8467,33.2652,47.1257,22,70,6,800
1991,Karnataka,Dharwad,chickpea,45640,421.78,7.59204,4.2178,7.59204,20,60,6.5,600
1991,Karnataka,Dharwad,cotton,197620,223.66,6.03882,2.68392,6.03882,28,65,6,700
1992,Karnataka,Dharwad,rice,89560,1497.88,37.447,17.97456,32.95336,25,80,6.5,1200
1992,Karnataka,Dharwad,maize,41530,2843.73,76.78071,34.12476,48.34341,22,70,6,800
1992,Karnataka,Dharwad,chickpea,37720,378.05,6.8049,3.7805,6.8049,20,60,6.5,600
1992,Karnataka,Dharwad,cotton,196320,221.73,5.98671,2.66076,5.98671,28,65,6,700
1993,Karnataka,Dharwad,rice,97980,928.25,23.20625,11.139,20.4215,25,80,6.5,1200
1993,Karnataka,Dharwad,maize,42390,2830.38,76.42026,33.96456,48.11646,22,70,6,800
1993,Karnataka,Dharwad,chickpea,52000,381.92,6.87456,3.8192,6.87456,20,60,6.5,600
1993,Karnataka,Dharwad,cotton,209280,194.05,5.23935,2.3286,5.23935,28,65,6,700
1994,Karnataka,Dharwad,rice,99510,1693.6,42.34,20.3232,37.2592,25,80,6.5,1200
1994,Karnataka,Dharwad,maize,50680,2967.84,80.13168,35.61408,50.45328,22,70,6,800
1994,Karnataka,Dharwad,chickpea,55270,469.88,8.45784,4.6988,8.45784,20,60,6.5,600
1994,Karnataka,Dharwad,cotton,212030,154.51,4.17177,1.85412,4.17177,28,65,6,700
1995,Karnataka,Dharwad,rice,95110,1156.35,28.90875,13.8762,25.4397,25,80,6.5,1200
1995,Karnataka,Dharwad,maize,57530,3069.7,82.8819,36.8364,52.1849,22,70,6,800
1995,Karnataka,Dharwad,chickpea,40990,341.06,6.13908,3.4106,6.13908,20,60,6.5,600
1995,Karnataka,Dharwad,cotton,244430,181.2,4.8924,2.1744,4.8924,28,65,6,700
1996,Karnataka,Dharwad,rice,92840,1014.54,25.3635,12.17448,22.31988,25,80,6.5,1200
1996,Karnataka,Dharwad,maize,73620,2286.61,61.73847,27.43932,38.87237,22,70,6,800
1996,Karnataka,Dharwad,chickpea,44840,699.15,12.5847,6.9915,12.5847,20,60,6.5,600
1996,Karnataka,Dharwad,cotton,229460,193.28,5.21856,2.31936,5.21856,28,65,6,700
1997,Karnataka,Dharwad,rice,92140,1189.71,29.74275,14.27652,26.17362,25,80,6.5,1200
1997,Karnataka,Dharwad,maize,111170,2568.5,69.3495,30.822,43.6645,22,70,6,800
1997,Karnataka,Dharwad,chickpea,57260,418.62,7.53516,4.1862,7.53516,20,60,6.5,600
1997,Karnataka,Dharwad,cotton,188660,125.04,3.37608,1.50048,3.37608,28,65,6,700
1998,Karnataka,Dharwad,rice,93050,1307.15,32.67875,15.6858,28.7573,25,80,6.5,1200
1998,Karnataka,Dharwad,maize,90710,3369.75,90.98325,40.437,57.28575,22,70,6,800
1998,Karnataka,Dharwad,chickpea,53440,556.51,10.01718,5.5651,10.01718,20,60,6.5,600
1998,Karnataka,Dharwad,cotton,228490,239.35,6.46245,2.8722,6.46245,28,65,6,700
1999,Karnataka,Dharwad,rice,97110,1421.07,35.52675,17.05284,31.26354,25,80,6.5,1200
1999,Karnataka,Dharwad,maize,85800,3084.97,83.29419,37.01964,52.44449,22,70,6,800
1999,Karnataka,Dharwad,chickpea,50710,453.76,8.16768,4.5376,8.16768,20,60,6.5,600
1999,Karnataka,Dharwad,cotton,224830,132.1,3.5667,1.5852,3.5667,28,65,6,700
2000,Karnataka,Dharwad,rice,97300,1808.84,45.221,21.70608,39.79448,25,80,6.5,1200
2000,Karnataka,Dharwad,maize,133500,3775.28,101.93256,45.30336,64.17976,22,70,6,800
2000,Karnataka,Dharwad,chickpea,67700,546.53,9.83754,5.4653,9.83754,20,60,6.5,600
2000,Karnataka,Dharwad,cotton,227600,250.22,6.75594,3.00264,6.75594,28,65,6,700
2001,Karnataka,Dharwad,rice,98480,431.46,10.7865,5.17752,9.49212,25,80,6.5,1200
2001,Karnataka,Dharwad,maize,92190,2252.31,60.81237,27.02772,38.28927,22,70,6,800
2001,Karnataka,Dharwad,chickpea,75930,203.21,3.65778,2.0321,3.65778,20,60,6.5,600
2001,Karnataka,Dharwad,cotton,263390,115.61,3.12147,1.38732,3.12147,28,65,6,700
2002,Karnataka,Dharwad,rice,97280,399.88,9.997,4.79856,8.79736,25,80,6.5,1200
2002,Karnataka,Dharwad,maize,137490,1921.01,51.86727,23.05212,32.65717,22,70,6,800
2002,Karnataka,Dharwad,chickpea,91560,220.84,3.97512,2.2084,3.97512,20,60,6.5,600
2002,Karnataka,Dharwad,cotton,196490,94.81,2.55987,1.13772,2.55987,28,65,6,700
2003,Karnataka,Dharwad,rice,67970,601.44,15.036,7.21728,13.23168,25,80,6.5,1200
2003,Karnataka,Dharwad,maize,127990,1193.06,32.21262,14.31672,20.28202,22,70,6,800
2003,Karnataka,Dharwad,chickpea,99890,70.08,1.26144,0.7008,1.26144,20,60,6.5,600
2003,Karnataka,Dharwad,cotton,136400,86.8,2.3436,1.0416,2.3436,28,65,6,700
2004,Karnataka,Dharwad,rice,62480,1264.88,31.622,15.17856,27.82736,25,80,6.5,1200
2004,Karnataka,Dharwad,maize,176930,2520.43,68.05161,30.24516,42.84731,22,70,6,800
2004,Karnataka,Dharwad,chickpea,79980,533.26,9.59868,5.3326,9.59868,20,60,6.5,600
2004,Karnataka,Dharwad,cotton,209740,166.92,4.50684,2.00304,4.50684,28,65,6,700
2005,Karnataka,Dharwad,rice,57250,2142.88,53.572,25.71456,47.14336,25,80,6.5,1200
2005,Karnataka,Dharwad,maize,221530,2713.58,73.26666,32.56296,46.13086,22,70,6,800
2005,Karnataka,Dharwad,chickpea,66960,567.35,10.2123,5.6735,10.2123,20,60,6.5,600
2005,Karnataka,Dharwad,cotton,192610,187.89,5.07303,2.25468,5.07303,28,65,6,700
2006,Karnataka,Dharwad,rice,66510,1773.42,44.3355,21.28104,39.01524,25,80,6.5,1200
2006,Karnataka,Dharwad,maize,194680,3007.24,81.19548,36.08688,51.12308,22,70,6,800
2006,Karnataka,Dharwad,chickpea,95100,453.31,8.15958,4.5331,8.15958,20,60,6.5,600
2006,Karnataka,Dharwad,cotton,188300,210.41,5.68107,2.52492,5.68107,28,65,6,700
2007,Karnataka,Dharwad,rice,69810,2219.31,55.48275,26.63172,48.82482,25,80,6.5,1200
2007,Karnataka,Dharwad,maize,224320,2561.39,69.15753,30.73668,43.54363,22,70,6,800
2007,Karnataka,Dharwad,chickpea,92290,518.26,9.32868,5.1826,9.32868,20,60,6.5,600
2007,Karnataka,Dharwad,cotton,201030,271.25,7.32375,3.255,7.32375,28,65,6,700
2008,Karnataka,Dharwad,rice,86410,1186.21,29.65525,14.23452,26.09662,25,80,6.5,1200
2008,Karnataka,Dharwad,maize,194350,2525.55,68.18985,30.3066,42.93435,22,70,6,800
2008,Karnataka,Dharwad,chickpea,95270,577.1,10.3878,5.771,10.3878,20,60,6.5,600
2008,Karnataka,Dharwad,cotton,204980,312.81,8.44587,3.75372,8.44587,28,65,6,700
2009,Karnataka,Dharwad,rice,78970,1208.94,30.2235,14.50728,26.59668,25,80,6.5,1200
2009,Karnataka,Dharwad,maize,226120,2086.33,56.33091,25.03596,35.46761,22,70,6,800
2009,Karnataka,Dharwad,chickpea,132850,425.67,7.66206,4.2567,7.66206,20,60,6.5,600
2009,Karnataka,Dharwad,cotton,254710,237.33,6.40791,2.84796,6.40791,28,65,6,700
2010,Karnataka,Dharwad,rice,81430,1643.25,41.08125,19.719,36.1515,25,80,6.5,1200
2010,Karnataka,Dharwad,maize,233780,3426.68,92.52036,41.12016,58.25356,22,70,6,800
2010,Karnataka,Dharwad,chickpea,128570,595.71,10.72278,5.9571,10.72278,20,60,6.5,600
2010,Karnataka,Dharwad,cotton,266440,374.61,10.11447,4.49532,10.11447,28,65,6,700
2011,Karnataka,Dharwad,rice,77220,1784.25,44.60625,21.411,39.2535,25,80,6.5,1200
2011,Karnataka,Dharwad,maize,248110,3010.84,81.29268,36.13008,51.18428,22,70,6,800
2011,Karnataka,Dharwad,chickpea,129390,348.87,6.27966,3.4887,6.27966,20,60,6.5,600
2011,Karnataka,Dharwad,cotton,234820,367.98,9.93546,4.41576,9.93546,28,65,6,700
2012,Karnataka,Dharwad,rice,79780,936.32,23.408,11.23584,20.59904,25,80,6.5,1200
2012,Karnataka,Dharwad,maize,240360,2087.04,56.35008,25.04448,35.47968,22,70,6,800
2012,Karnataka,Dharwad,chickpea,171450,362.67,6.52806,3.6267,6.52806,20,60,6.5,600
2012,Karnataka,Dharwad,cotton,139660,323.5,8.7345,3.882,8.7345,28,65,6,700
2013,Karnataka,Dharwad,rice,73730,2110,52.75,25.32,46.42,25,80,6.5,1200
2013,Karnataka,Dharwad,maize,263570,3105.85,83.85795,37.2702,52.79945,22,70,6,800
2013,Karnataka,Dharwad,chickpea,139320,635.87,11.44566,6.3587,11.44566,20,60,6.5,600
2013,Karnataka,Dharwad,cotton,246510,357.51,9.65277,4.29012,9.65277,28,65,6,700
2014,Karnataka,Dharwad,rice,68900,2283.74,57.0935,27.40488,50.24228,25,80,6.5,1200
2014,Karnataka,Dharwad,maize,237140,2787.59,75.26493,33.45108,47.38903,22,70,6,800
2014,Karnataka,Dharwad,chickpea,136570,704.25,12.6765,7.0425,12.6765,20,60,6.5,600
2014,Karnataka,Dharwad,cotton,301370,395.96,10.69092,4.75152,10.69092,28,65,6,700
2015,Karnataka,Dharwad,rice,70590,957.22,23.9305,11.48664,21.05884,25,80,6.5,1200
2015,Karnataka,Dharwad,maize,235760,2154.56,58.17312,25.85472,36.62752,22,70,6,800
2015,Karnataka,Dharwad,chickpea,203610,256.03,4.60854,2.5603,4.60854,20,60,6.5,600
2015,Karnataka,Dharwad,cotton,200160,295.41,7.97607,3.54492,7.97607,28,65,6,700
2016,Karnataka,Dharwad,rice,59820,948.88,23.722,11.38656,20.87536,25,80,6.5,1200
2016,Karnataka,Dharwad,maize,275800,2325.56,62.79012,27.90672,39.53452,22,70,6,800
2016,Karnataka,Dharwad,chickpea,186750,139.3,2.5074,1.393,2.5074,20,60,6.5,600
2016,Karnataka,Dharwad,cotton,198300,236,6.372,2.832,6.372,28,65,6,700
2017,Karnataka,Dharwad,rice,52590,1423.5,35.5875,17.082,31.317,25,80,6.5,1200
2017,Karnataka,Dharwad,maize,251610,3932.23,106.17021,47.18676,66.84791,22,70,6,800
2017,Karnataka,Dharwad,chickpea,237580,493.85,8.8893,4.9385,8.8893,20,60,6.5,600
2017,Karnataka,Dharwad,cotton,148050,453.47,12.24369,5.44164,12.24369,28,65,6,700
1966,Karnataka,Belgaum,rice,65000,1000,25,12,22,25,80,6.5,1200
1966,Karnataka,Belgaum,maize,12000,916.67,24.75009,11.00004,15.58339,22,70,6,800
1966,Karnataka,Belgaum,chickpea,13000,384.62,6.92316,3.8462,6.92316,20,60,6.5,600
1966,Karnataka,Belgaum,cotton,65000,76.92,2.07684,0.92304,2.07684,28,65,6,700
1967,Karnataka,Belgaum,rice,63000,920.63,23.01575,11.04756,20.25386,25,80,6.5,1200
1967,Karnataka,Belgaum,maize,14000,642.86,17.35722,7.71432,10.92862,22,70,6,800
1967,Karnataka,Belgaum,chickpea,15000,633.33,11.39994,6.3333,11.39994,20,60,6.5,600
1967,Karnataka,Belgaum,cotton,61000,49.18,1.32786,0.59016,1.32786,28,65,6,700
1968,Karnataka,Belgaum,rice,60300,1061.36,26.534,12.73632,23.34992,25,80,6.5,1200
1968,Karnataka,Belgaum,maize,16500,1757.58,47.45466,21.09096,29.87886,22,70,6,800
1968,Karnataka,Belgaum,chickpea,20000,350,6.3,3.5,6.3,20,60,6.5,600
1968,Karnataka,Belgaum,cotton,60300,33.17,0.89559,0.39804,0.89559,28,65,6,700
1969,Karnataka,Belgaum,rice,59300,1713.32,42.833,20.55984,37.69304,25,80,6.5,1200
1969,Karnataka,Belgaum,maize,21600,2569.44,69.37488,30.83328,43.68048,22,70,6,800
1969,Karnataka,Belgaum,chickpea,16100,298.14,5.36652,2.9814,5.36652,20,60,6.5,600
1969,Karnataka,Belgaum,cotton,61000,63.93,1.72611,0.76716,1.72611,28,65,6,700
1970,Karnataka,Belgaum,rice,59200,1125,28.125,13.5,24.75,25,80,6.5,1200
1970,Karnataka,Belgaum,maize,22100,3312.22,89.42994,39.74664,56.30774,22,70,6,800
1970,Karnataka,Belgaum,chickpea,15200,388.16,6.98688,3.8816,6.98688,20,60,6.5,600
1970,Karnataka,Belgaum,cotton,58000,125.86,3.39822,1.51032,3.39822,28,65,6,700
1971,Karnataka,Belgaum,rice,58700,1187.39,29.68475,14.24868,26.12258,25,80,6.5,1200
1971,Karnataka,Belgaum,maize,26000,3442.31,92.94237,41.30772,58.51927,22,70,6,800
1971,Karnataka,Belgaum,chickpea,12300,325.2,5.8536,3.252,5.8536,20,60,6.5,600
1971,Karnataka,Belgaum,cotton,58800,90.14,2.43378,1.08168,2.43378,28,65,6,700
1972,Karnataka,Belgaum,rice,55600,1043.17,26.07925,12.51804,22.94974,25,80,6.5,1200
1972,Karnataka,Belgaum,maize,32200,2673.91,72.19557,32.08692,45.45647,22,70,6,800
1972,Karnataka,Belgaum,chickpea,13200,159.09,2.86362,1.5909,2.86362,20,60,6.5,600
1972,Karnataka,Belgaum,cotton,52600,93.16,2.51532,1.11792,2.51532,28,65,6,700
1973,Karnataka,Belgaum,rice,53700,1270.02,31.7505,15.24024,27.94044,25,80,6.5,1200
1973,Karnataka,Belgaum,maize,36300,2336.09,63.07443,28.03308,39.71353,22,70,6,800
1973,Karnataka,Belgaum,chickpea,13000,461.54,8.30772,4.6154,8.30772,20,60,6.5,600
1973,Karnataka,Belgaum,cotton,58700,102.21,2.75967,1.22652,2.75967,28,65,6,700
1974,Karnataka,Belgaum,rice,53200,1308.27,32.70675,15.69924,28.78194,25,80,6.5,1200
1974,Karnataka,Belgaum,maize,37900,2630.61,71.02647,31.56732,44.72037,22,70,6,800
1974,Karnataka,Belgaum,chickpea,15100,337.75,6.0795,3.3775,6.0795,20,60,6.5,600
1974,Karnataka,Belgaum,cotton,64900,100.15,2.70405,1.2018,2.70405,28,65,6,700
1975,Karnataka,Belgaum,rice,55800,1155.91,28.89775,13.87092,25.43002,25,80,6.5,1200
1975,Karnataka,Belgaum,maize,40100,2905.24,78.44148,34.86288,49.38908,22,70,6,800
1975,Karnataka,Belgaum,chickpea,18000,411.11,7.39998,4.1111,7.39998,20,60,6.5,600
1975,Karnataka,Belgaum,cotton,67600,65.09,1.75743,0.78108,1.75743,28,65,6,700
1976,Karnataka,Belgaum,rice,51300,1343.08,33.577,16.11696,29.54776,25,80,6.5,1200
1976,Karnataka,Belgaum,maize,40900,2657.7,71.7579,31.8924,45.1809,22,70,6,800
1976,Karnataka,Belgaum,chickpea,17300,271.68,4.89024,2.7168,4.89024,20,60,6.5,600
1976,Karnataka,Belgaum,cotton,61200,86.6,2.3382,1.0392,2.3382,28,65,6,700
1977,Karnataka,Belgaum,rice,52400,1435.11,35.87775,17.22132,31.57242,25,80,6.5,1200
1977,Karnataka,Belgaum,maize,42200,2940.76,79.40052,35.28912,49.99292,22,70,6,800
1977,Karnataka,Belgaum,chickpea,17100,245.61,4.42098,2.4561,4.42098,20,60,6.5,600
1977,Karnataka,Belgaum,cotton,66400,36.14,0.97578,0.43368,0.97578,28,65,6,700
1978,Karnataka,Belgaum,rice,52900,1026.47,25.66175,12.31764,22.58234,25,80,6.5,1200
1978,Karnataka,Belgaum,maize,96200,1278.59,34.52193,15.34308,21.73603,22,70,6,800
1978,Karnataka,Belgaum,chickpea,19300,367.88,6.62184,3.6788,6.62184,20,60,6.5,600
1978,Karnataka,Belgaum,cotton,61900,93.7,2.5299,1.1244,2.5299,28,65,6,700
1979,Karnataka,Belgaum,rice,53400,1421.35,35.53375,17.0562,31.2697,25,80,6.5,1200
1979,Karnataka,Belgaum,maize,47000,2802.13,75.65751,33.62556,47.63621,22,70,6,800
1979,Karnataka,Belgaum,chickpea,21100,369.67,6.65406,3.6967,6.65406,20,60,6.5,600
1979,Karnataka,Belgaum,cotton,65400,120.8,3.2616,1.4496,3.2616,28,65,6,700
1980,Karnataka,Belgaum,rice,56500,1553.98,38.8495,18.64776,34.18756,25,80,6.5,1200
1980,Karnataka,Belgaum,maize,51000,2143.14,57.86478,25.71768,36.43338,22,70,6,800
1980,Karnataka,Belgaum,chickpea,16900,355.03,6.39054,3.5503,6.39054,20,60,6.5,600
1980,Karnataka,Belgaum,cotton,56100,89.13,2.40651,1.06956,2.40651,28,65,6,700
1981,Karnataka,Belgaum,rice,55900,1552.77,38.81925,18.63324,34.16094,25,80,6.5,1200
1981,Karnataka,Belgaum,maize,54000,2481.48,66.99996,29.77776,42.18516,22,70,6,800
1981,Karnataka,Belgaum,chickpea,19500,394.87,7.10766,3.9487,7.10766,20,60,6.5,600
1981,Karnataka,Belgaum,cotton,61100,109.66,2.96082,1.31592,2.96082,28,65,6,700
1982,Karnataka,Belgaum,rice,61900,1418.42,35.4605,17.02104,31.20524,25,80,6.5,1200
1982,Karnataka,Belgaum,maize,50000,2662,71.874,31.944,45.254,22,70,6,800
1982,Karnataka,Belgaum,chickpea,17100,421.05,7.5789,4.2105,7.5789,20,60,6.5,600
1982,Karnataka,Belgaum,cotton,54700,102.38,2.76426,1.22856,2.76426,28,65,6,700
1983,Karnataka,Belgaum,rice,61100,1072.01,26.80025,12.86412,23.58422,25,80,6.5,1200
1983,Karnataka,Belgaum,maize,50000,2812,75.924,33.744,47.804,22,70,6,800
1983,Karnataka,Belgaum,chickpea,20800,379.81,6.83658,3.7981,6.83658,20,60,6.5,600
1983,Karnataka,Belgaum,cotton,53100,146.89,3.96603,1.76268,3.96603,28,65,6,700
1984,Karnataka,Belgaum,rice,67700,1462.33,36.55825,17.54796,32.17126,25,80,6.5,1200
1984,Karnataka,Belgaum,maize,61600,2483.77,67.06179,29.80524,42.22409,22,70,6,800
1984,Karnataka,Belgaum,chickpea,25900,428.57,7.71426,4.2857,7.71426,20,60,6.5,600
1984,Karnataka,Belgaum,cotton,56500,237.17,6.40359,2.84604,6.40359,28,65,6,700
1985,Karnataka,Belgaum,rice,66700,1067.47,26.68675,12.80964,23.48434,25,80,6.5,1200
1985,Karnataka,Belgaum,maize,64700,2387.94,64.47438,28.65528,40.59498,22,70,6,800
1985,Karnataka,Belgaum,chickpea,23800,247.9,4.4622,2.479,4.4622,20,60,6.5,600
1985,Karnataka,Belgaum,cotton,53600,110.07,2.97189,1.32084,2.97189,28,65,6,700
1986,Karnataka,Belgaum,rice,67000,1253.73,31.34325,15.04476,27.58206,25,80,6.5,1200
1986,Karnataka,Belgaum,maize,62000,2306.45,62.27415,27.6774,39.20965,22,70,6,800
1986,Karnataka,Belgaum,chickpea,25000,400,7.2,4,7.2,20,60,6.5,600
1986,Karnataka,Belgaum,cotton,57000,403.51,10.89477,4.84212,10.89477,28,65,6,700
